#X,Y,X_true,Y_true,
66.5935,-7.60521,66.5935,-7.60521
66.8245,-7.70088,66.8245,-7.70088
67.0555,-7.79655,67.0555,-7.79655
67.2864,-7.89222,67.2864,-7.89222
67.5174,-7.98789,67.5174,-7.98789
67.7484,-8.08356,67.7484,-8.08356
67.9793,-8.17923,67.9793,-8.17923
68.2103,-8.2749,68.2103,-8.2749
68.4413,-8.37058,68.4413,-8.37058
68.6722,-8.46625,68.6722,-8.46625
68.9032,-8.56192,68.9032,-8.56192
69.1342,-8.65759,69.1342,-8.65759
69.3651,-8.75326,69.3651,-8.75326
69.5961,-8.84893,69.5961,-8.84893
69.8271,-8.9446,69.8271,-8.9446
70.0581,-9.04027,70.0581,-9.04027
70.289,-9.13594,70.289,-9.13594
70.52,-9.23161,70.52,-9.23161
70.751,-9.32728,70.751,-9.32728
70.9819,-9.42296,70.9819,-9.42296
71.2129,-9.51863,71.2129,-9.51863
